Time abs_alpha_bruit abs_beta_bruit abs_alpha_corrige abs_beta_corrige bruit_alpha bruit_beta
7.28084e-05 0.890098 0.109888 0.890098 0.109888 -0.07067 -0.0358515
7.30433e-05 0.869685 0.130301 0.869685 0.130301 -0.00619334 0.0272713
7.32782e-05 0.847814 0.152172 0.847814 0.152172 -0.054904 0.0463959
7.3513e-05 0.82457 0.175415 0.82457 0.175415 -0.0259163 0.0220507
7.37479e-05 0.800047 0.199939 0.800047 0.199939 -0.0199 -0.0659398
7.39828e-05 0.77434 0.225646 0.77434 0.225646 0.0337519 -0.00560488
7.42176e-05 0.747551 0.252435 0.747551 0.252435 0.029646 -0.0380275
7.44525e-05 0.719786 0.2802 0.719786 0.2802 0.00967439 0.0199238
7.46874e-05 0.691154 0.308832 0.691154 0.308832 -0.0291903 0.03761
7.49222e-05 0.661769 0.338217 0.661769 0.338217 0.0131619 -0.0140811
7.51571e-05 0.631745 0.36824 0.631745 0.36824 -0.0648106 0.0787118
7.5392e-05 0.601203 0.398783 0.601203 0.398783 -0.00547266 -0.0593325
7.56268e-05 0.570262 0.429724 0.570262 0.429724 0.0325545 -0.00759483
7.58617e-05 0.539044 0.460942 0.539044 0.460942 -0.0470429 -0.011847
7.60966e-05 0.507672 0.492313 0.507672 0.492313 -0.00278357 0.0727946
7.63314e-05 0.476271 0.523714 0.476271 0.523714 0.0220272 -0.026487
7.65663e-05 0.444964 0.555022 0.444964 0.555022 0.0165904 0.00658614
7.68012e-05 0.413874 0.586111 0.413874 0.586111 0.0138662 -0.0487166
7.7036e-05 0.383125 0.616861 0.383125 0.616861 -0.01332 -0.080379
7.72709e-05 0.352836 0.647149 0.352836 0.647149 -0.000615304 0.0349456
