Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (-0,0) 1 0
3.4736e-09 (0.992822,0.0844167) (0.0071777,0.0844167) 0.992822 0.0071777
3.47717e-09 (0.993343,0.0813186) (0.00665703,0.0813186) 0.993343 0.00665703
3.48074e-09 (0.993844,0.0782172) (0.00615583,0.0782172) 0.993844 0.00615583
3.48431e-09 (0.994326,0.0751128) (0.00567413,0.0751128) 0.994326 0.00567413
3.48788e-09 (0.994788,0.0720054) (0.00521194,0.0720054) 0.994788 0.00521194
3.49145e-09 (0.995231,0.0688951) (0.00476929,0.0688951) 0.995231 0.00476929
3.49502e-09 (0.995654,0.0657822) (0.00434618,0.0657822) 0.995654 0.00434618
3.49859e-09 (0.996057,0.0626666) (0.00394265,0.0626666) 0.996057 0.00394265
3.50216e-09 (0.996441,0.0595486) (0.0035587,0.0595486) 0.996441 0.0035587
3.50573e-09 (0.996806,0.0564282) (0.00319434,0.0564282) 0.996806 0.00319434
3.5093e-09 (0.99715,0.0533056) (0.0028496,0.0533056) 0.99715 0.0028496
3.51287e-09 (0.997476,0.0501809) (0.00252449,0.0501809) 0.997476 0.00252449
3.51644e-09 (0.997781,0.0470542) (0.00221902,0.0470542) 0.997781 0.00221902
3.52001e-09 (0.998067,0.0439256) (0.0019332,0.0439256) 0.998067 0.0019332
3.52358e-09 (0.998333,0.0407953) (0.00166704,0.0407953) 0.998333 0.00166704
3.52715e-09 (0.998579,0.0376634) (0.00142055,0.0376634) 0.998579 0.00142055
3.53072e-09 (0.998806,0.03453) (0.00119375,0.03453) 0.998806 0.00119375
3.53429e-09 (0.999013,0.0313953) (0.000986636,0.0313953) 0.999013 0.000986636
3.53786e-09 (0.999201,0.0282593) (0.000799225,0.0282593) 0.999201 0.000799225
3.54143e-09 (0.999368,0.0251222) (0.000631522,0.0251222) 0.999368 0.000631522
3.545e-09 (0.999516,0.0219841) (0.000483533,0.0219841) 0.999516 0.000483533
3.54857e-09 (0.999645,0.0188451) (0.000355264,0.0188451) 0.999645 0.000355264
3.55214e-09 (0.999753,0.0157054) (0.00024672,0.0157054) 0.999753 0.00024672
3.55571e-09 (0.999842,0.012565) (0.000157905,0.012565) 0.999842 0.000157905
3.55928e-09 (0.999911,0.00942422) (8.88238e-05,0.00942422) 0.999911 8.88238e-05
3.56285e-09 (0.999961,0.00628302) (3.94779e-05,0.00628302) 0.999961 3.94779e-05
